  0.500000000       16.0000000       33.5000000       4.50000000    
   1.00000000       32.0000000       67.0000000       9.00000000    
   1.50000000       48.0000000       100.500000       13.5000000    
   2.00000000       64.0000000       134.000000       18.0000000    
   2.50000000       80.0000000       167.500000       22.5000000    
   3.00000000       96.0000000       201.000000       27.0000000    
   3.50000000       112.000000       234.500000       31.5000000    
   4.00000000       128.000000       268.000000       36.0000000    
   4.50000000       144.000000       301.500000       40.5000000    
   5.00000000       160.000000       335.000000       45.0000000    
   5.50000000       176.000000       368.500000       49.5000000    
   6.00000000       192.000000       402.000000       54.0000000    
   6.50000000       208.000000       435.500000       58.5000000    
   7.00000000       224.000000       469.000000       63.0000000    
   7.50000000       240.000000       502.500000       67.5000000    
   8.00000000       256.000000       536.000000       72.0000000    
   8.50000000       272.000000       569.500000       76.5000000    
   9.00000000       288.000000       603.000000       81.0000000    
   9.50000000       304.000000       636.500000       85.5000000    
   10.0000000       320.000000       670.000000       90.0000000    
   10.5000000       336.000000       703.500000       94.5000000    
   11.0000000       352.000000       737.000000       99.0000000    
   11.5000000       368.000000       770.500000       103.500000    
   12.0000000       384.000000       804.000000       108.000000    
   12.5000000       400.000000       837.500000       112.500000    
   13.0000000       416.000000       871.000000       117.000000    
   13.5000000       432.000000       904.500000       121.500000    
   14.0000000       448.000000       938.000000       126.000000    
   14.5000000       464.000000       971.500000       130.500000    
   15.0000000       480.000000       1005.00000       135.000000    
   15.5000000       496.000000       1038.50000       139.500000    
   16.0000000       512.000000       1072.00000       144.000000    
   16.5000000       528.000000       1105.50000       148.500000    
   17.0000000       544.000000       1139.00000       153.000000    
   17.5000000       560.000000       1172.50000       157.500000    
   18.0000000       576.000000       1206.00000       162.000000    
   18.5000000       592.000000       1239.50000       166.500000    
   19.0000000       608.000000       1273.00000       171.000000    
   19.5000000       624.000000       1306.50000       175.500000    
   20.0000000       640.000000       1340.00000       180.000000    
   20.5000000       656.000000       1373.50000       184.500000    
   21.0000000       672.000000       1407.00000       189.000000    
   21.5000000       688.000000       1440.50000       193.500000    
   22.0000000       704.000000       1474.00000       198.000000    
   22.5000000       720.000000       1507.50000       202.500000    
   23.0000000       736.000000       1541.00000       207.000000    
   23.5000000       752.000000       1574.50000       211.500000    
   24.0000000       768.000000       1608.00000       216.000000    
